File Number,Rarity Score,Position
8935,63.89,1510
9970,63.88,1511
9647,63.88,1512
6550,63.87,1513
2917,63.86,1514
6235,63.85,1515
4385,63.84,1516
9101,63.82,1517
4459,63.81,1518
3840,63.80,1519
9181,63.78,1520
6824,63.78,1521
698,63.78,1522
1907,63.78,1523
1496,63.76,1524
1369,63.76,1525
5921,63.75,1526
7401,63.73,1527
2128,63.73,1528
3825,63.73,1529
1853,63.72,1530
7055,63.71,1531
5514,63.71,1532
7564,63.69,1533
8228,63.69,1534
7123,63.68,1535
9074,63.67,1536
5787,63.66,1537
3497,63.66,1538
6308,63.66,1539
1783,63.65,1540
1615,63.62,1541
9602,63.57,1542
8643,63.56,1543
6519,63.56,1544
1468,63.56,1545
494,63.54,1546
5133,63.54,1547
9416,63.54,1548
6002,63.53,1549
7738,63.53,1550
4061,63.52,1551
2774,63.51,1552
6991,63.50,1553
8918,63.50,1554
4155,63.48,1555
4787,63.47,1556
4809,63.47,1557
5440,63.46,1558
4677,63.44,1559
33,63.43,1560
4296,63.43,1561
939,63.41,1562
2814,63.38,1563
4780,63.38,1564
6236,63.32,1565
4409,63.32,1566
222,63.31,1567
2928,63.30,1568
951,63.30,1569
7620,63.29,1570
8045,63.29,1571
599,63.28,1572
9083,63.26,1573
9785,63.26,1574
8137,63.25,1575
8421,63.25,1576
4648,63.24,1577
3738,63.23,1578
1848,63.23,1579
3397,63.22,1580
5566,63.20,1581
7786,63.19,1582
5344,63.18,1583
2694,63.17,1584
3174,63.15,1585
4771,63.15,1586
6030,63.13,1587
7853,63.13,1588
7150,63.13,1589
4743,63.11,1590
1031,63.11,1591
8712,63.11,1592
3427,63.10,1593
8209,63.10,1594
3948,63.09,1595
9047,63.08,1596
1008,63.08,1597
611,63.06,1598
2489,63.04,1599
350,63.03,1600
8417,63.02,1601
7345,63.02,1602
8530,63.02,1603
3566,63.00,1604
8778,62.98,1605
1927,62.97,1606
2476,62.94,1607
2717,62.91,1608
5014,62.91,1609
8018,62.90,1610
5173,62.89,1611
9501,62.89,1612
1854,62.88,1613
3743,62.87,1614
8934,62.87,1615
6563,62.86,1616
4578,62.85,1617
9336,62.84,1618
3131,62.84,1619
8271,62.83,1620
7032,62.81,1621
738,62.80,1622
1632,62.79,1623
8815,62.78,1624
8462,62.77,1625
1032,62.76,1626
7389,62.76,1627
9210,62.76,1628
1482,62.75,1629
8551,62.75,1630
478,62.73,1631
535,62.72,1632
2224,62.70,1633
210,62.69,1634
9670,62.69,1635
6476,62.68,1636
8953,62.67,1637
3378,62.66,1638
1878,62.65,1639
5972,62.60,1640
895,62.60,1641
3028,62.59,1642
8564,62.59,1643
8752,62.58,1644
550,62.57,1645
6322,62.56,1646
7117,62.54,1647
5712,62.53,1648
2189,62.53,1649
3990,62.53,1650
7414,62.53,1651
2813,62.52,1652
2889,62.51,1653
6459,62.51,1654
354,62.51,1655
6767,62.50,1656
215,62.49,1657
2565,62.45,1658
1481,62.41,1659
6192,62.41,1660
6713,62.39,1661
1116,62.38,1662
2909,62.38,1663
8220,62.38,1664
7588,62.37,1665
7562,62.37,1666
6605,62.35,1667
3450,62.34,1668
279,62.33,1669
3532,62.30,1670
1071,62.28,1671
9438,62.25,1672
263,62.25,1673
4478,62.21,1674
2822,62.20,1675
4778,62.19,1676
1154,62.19,1677
5084,62.18,1678
1429,62.18,1679
242,62.18,1680
8567,62.18,1681
3934,62.17,1682
1060,62.14,1683
104,62.14,1684
477,62.13,1685
5544,62.11,1686
7256,62.11,1687
5932,62.11,1688
5754,62.10,1689
9956,62.10,1690
5063,62.08,1691
6067,62.06,1692
4868,62.04,1693
3056,62.04,1694
3773,62.03,1695
2602,62.03,1696
5918,62.02,1697
326,62.02,1698
3315,62.01,1699
9235,62.01,1700
2263,61.97,1701
8214,61.97,1702
2764,61.96,1703
3580,61.96,1704
5677,61.95,1705
4933,61.94,1706
4541,61.89,1707
6411,61.89,1708
5666,61.89,1709
5097,61.88,1710
3380,61.87,1711
1543,61.86,1712
229,61.84,1713
9122,61.83,1714
7489,61.82,1715
1841,61.82,1716
9126,61.82,1717
3758,61.80,1718
1297,61.80,1719
8501,61.79,1720
8916,61.78,1721
4740,61.77,1722
924,61.77,1723
6684,61.75,1724
4488,61.73,1725
3021,61.72,1726
7862,61.72,1727
9264,61.70,1728
7307,61.69,1729
7418,61.67,1730
2149,61.67,1731
510,61.66,1732
1850,61.66,1733
451,61.66,1734
2240,61.65,1735
6680,61.64,1736
6739,61.64,1737
4502,61.64,1738
1888,61.63,1739
1006,61.63,1740
6690,61.62,1741
3385,61.62,1742
911,61.60,1743
4374,61.60,1744
9237,61.58,1745
1379,61.57,1746
1296,61.57,1747
6915,61.56,1748
2633,61.55,1749
8465,61.53,1750
3515,61.53,1751
469,61.52,1752
1984,61.51,1753
3444,61.51,1754
5769,61.51,1755
8286,61.51,1756
5058,61.50,1757
3424,61.49,1758
161,61.48,1759
5333,61.48,1760
9429,61.46,1761
2925,61.46,1762
9652,61.46,1763
3357,61.44,1764
4903,61.44,1765
5373,61.42,1766
8329,61.41,1767
361,61.39,1768
2634,61.37,1769
3783,61.37,1770
5879,61.36,1771
9919,61.36,1772
3967,61.35,1773
7527,61.33,1774
4042,61.32,1775
245,61.32,1776
7390,61.30,1777
5834,61.30,1778
8984,61.29,1779
3308,61.28,1780
3626,61.28,1781
1979,61.28,1782
647,61.28,1783
6930,61.27,1784
4360,61.25,1785
5092,61.24,1786
4294,61.24,1787
4439,61.23,1788
4261,61.22,1789
9459,61.22,1790
3344,61.22,1791
5276,61.19,1792
3643,61.19,1793
4932,61.19,1794
1930,61.19,1795
3949,61.18,1796
3228,61.18,1797
4960,61.15,1798
5391,61.15,1799
7789,61.15,1800
8444,61.14,1801
4597,61.10,1802
272,61.09,1803
2647,61.08,1804
8746,61.07,1805
1909,61.06,1806
2671,61.06,1807
776,61.05,1808
6129,61.03,1809
2081,61.03,1810
8057,61.03,1811
8717,61.02,1812
4161,61.02,1813
3326,61.01,1814
1086,61.01,1815
7183,61.00,1816
5878,60.99,1817
4137,60.97,1818
7519,60.96,1819
876,60.95,1820
1255,60.95,1821
6431,60.94,1822
987,60.93,1823
6956,60.93,1824
241,60.88,1825
3419,60.88,1826
7522,60.87,1827
9295,60.87,1828
6263,60.86,1829
6386,60.84,1830
1264,60.84,1831
4431,60.84,1832
5649,60.82,1833
1117,60.81,1834
6761,60.81,1835
5927,60.80,1836
2725,60.79,1837
5403,60.79,1838
6892,60.78,1839
9113,60.77,1840
6141,60.77,1841
6549,60.77,1842
396,60.76,1843
7164,60.75,1844
7331,60.75,1845
4656,60.73,1846
7870,60.72,1847
8795,60.71,1848
3640,60.71,1849
2153,60.70,1850
3661,60.69,1851
1684,60.69,1852
1220,60.67,1853
2127,60.65,1854
4051,60.65,1855
8207,60.65,1856
278,60.64,1857
4341,60.64,1858
4653,60.64,1859
5948,60.61,1860
8655,60.61,1861
2665,60.60,1862
3864,60.59,1863
2770,60.57,1864
3902,60.54,1865
3496,60.53,1866
8494,60.52,1867
3911,60.52,1868
4753,60.52,1869
4950,60.52,1870
727,60.51,1871
6886,60.51,1872
6161,60.50,1873
4014,60.50,1874
2203,60.47,1875
3679,60.47,1876
1900,60.46,1877
4239,60.46,1878
8337,60.45,1879
5002,60.44,1880
1149,60.43,1881
5781,60.42,1882
7384,60.41,1883
5734,60.40,1884
8604,60.40,1885
4308,60.38,1886
4973,60.37,1887
8956,60.34,1888
9453,60.33,1889
5728,60.31,1890
7893,60.30,1891
756,60.30,1892
5507,60.29,1893
9603,60.29,1894
8653,60.29,1895
901,60.26,1896
5135,60.26,1897
2996,60.26,1898
2228,60.25,1899
4273,60.25,1900
4449,60.24,1901
9027,60.23,1902
8863,60.23,1903
6420,60.23,1904
8067,60.20,1905
5784,60.18,1906
6199,60.17,1907
132,60.17,1908
8436,60.16,1909
188,60.15,1910
5151,60.15,1911
9288,60.14,1912
4504,60.14,1913
8906,60.14,1914
2709,60.14,1915
9684,60.13,1916
5701,60.12,1917
2011,60.12,1918
8204,60.11,1919
8091,60.11,1920
7325,60.10,1921
9465,60.10,1922
5624,60.10,1923
4181,60.09,1924
5196,60.09,1925
7207,60.07,1926
5616,60.07,1927
6724,60.05,1928
2907,60.05,1929
7672,60.05,1930
9816,60.05,1931
5877,60.04,1932
4870,60.03,1933
6290,60.03,1934
4234,60.03,1935
1017,60.02,1936
4969,59.97,1937
7521,59.96,1938
9091,59.96,1939
3331,59.95,1940
8153,59.94,1941
1435,59.93,1942
6978,59.92,1943
8777,59.91,1944
6907,59.89,1945
8198,59.88,1946
2003,59.88,1947
5537,59.86,1948
267,59.86,1949
5599,59.86,1950
4683,59.84,1951
9110,59.83,1952
8493,59.83,1953
3137,59.82,1954
8061,59.82,1955
341,59.81,1956
9731,59.80,1957
2404,59.80,1958
8824,59.78,1959
4563,59.78,1960
6458,59.76,1961
6019,59.75,1962
5741,59.75,1963
7154,59.75,1964
3586,59.73,1965
3583,59.71,1966
362,59.71,1967
8454,59.71,1968
3314,59.71,1969
7341,59.70,1970
5640,59.69,1971
7704,59.69,1972
9694,59.68,1973
2827,59.67,1974
9663,59.67,1975
3534,59.67,1976
811,59.66,1977
4540,59.65,1978
9430,59.65,1979
7976,59.64,1980
1397,59.63,1981
4373,59.60,1982
3888,59.60,1983
1194,59.59,1984
4554,59.58,1985
7439,59.57,1986
619,59.56,1987
9842,59.56,1988
712,59.56,1989
2078,59.56,1990
8096,59.54,1991
2398,59.54,1992
1306,59.53,1993
6790,59.53,1994
3801,59.52,1995
2940,59.52,1996
2716,59.51,1997
5074,59.50,1998
2399,59.50,1999
9147,59.50,2000
7178,59.50,2001
434,59.49,2002
72,59.48,2003
8944,59.46,2004
3123,59.46,2005
5077,59.45,2006
9571,59.45,2007
3223,59.45,2008
3189,59.43,2009
5830,59.41,2010
2626,59.41,2011
7212,59.38,2012
2870,59.37,2013
8732,59.36,2014
7045,59.36,2015
7426,59.35,2016
6364,59.34,2017
4513,59.33,2018
1815,59.32,2019
5961,59.31,2020
1301,59.31,2021
6552,59.31,2022
1136,59.31,2023
5843,59.31,2024
7285,59.31,2025
9973,59.30,2026
981,59.30,2027
8372,59.28,2028
2057,59.27,2029
8360,59.27,2030
5089,59.27,2031
6923,59.26,2032
6717,59.23,2033
6336,59.22,2034
8566,59.22,2035
4232,59.20,2036
1448,59.19,2037
7424,59.18,2038
2845,59.17,2039
7480,59.16,2040
4476,59.15,2041
3214,59.15,2042
978,59.13,2043
2678,59.13,2044
3430,59.12,2045
7340,59.12,2046
3006,59.05,2047
5252,59.04,2048
839,59.03,2049
8711,59.02,2050
3960,58.98,2051
7949,58.97,2052
9129,58.97,2053
4059,58.96,2054
3046,58.96,2055
3611,58.96,2056
7875,58.96,2057
708,58.95,2058
371,58.94,2059
8616,58.93,2060
8486,58.93,2061
6917,58.92,2062
9448,58.92,2063
2403,58.92,2064
6992,58.92,2065
6354,58.90,2066
4484,58.90,2067
8081,58.89,2068
7584,58.89,2069
8558,58.88,2070
3336,58.88,2071
9677,58.85,2072
3545,58.85,2073
1734,58.84,2074
9787,58.80,2075
305,58.80,2076
8722,58.80,2077
9303,58.79,2078
5465,58.77,2079
1385,58.76,2080
1967,58.74,2081
2752,58.74,2082
3103,58.73,2083
7290,58.73,2084
4425,58.73,2085
8687,58.72,2086
26,58.71,2087
3116,58.71,2088
1634,58.71,2089
9655,58.69,2090
2252,58.68,2091
5823,58.68,2092
5619,58.68,2093
9494,58.65,2094
4000,58.64,2095
7780,58.63,2096
8270,58.63,2097
2242,58.62,2098
7832,58.62,2099
5797,58.60,2100
3085,58.58,2101
9658,58.56,2102
6113,58.55,2103
4766,58.55,2104
5449,58.54,2105
8972,58.53,2106
2185,58.53,2107
6345,58.53,2108
2872,58.50,2109
9152,58.50,2110
827,58.50,2111
4084,58.49,2112
7301,58.47,2113
9616,58.47,2114
6405,58.45,2115
6357,58.45,2116
7497,58.42,2117
656,58.42,2118
1899,58.40,2119
9151,58.39,2120
2168,58.38,2121
6986,58.36,2122
2360,58.35,2123
8959,58.35,2124
6227,58.34,2125
9835,58.34,2126
8889,58.32,2127
9925,58.31,2128
579,58.30,2129
2328,58.30,2130
3195,58.30,2131
1994,58.28,2132
2564,58.25,2133
5837,58.23,2134
6747,58.23,2135
938,58.22,2136
2515,58.21,2137
5111,58.21,2138
3164,58.20,2139
5556,58.20,2140
1453,58.20,2141
439,58.19,2142
7086,58.17,2143
6828,58.15,2144
2767,58.14,2145
7310,58.13,2146
6878,58.12,2147
1646,58.11,2148
4883,58.11,2149
4828,58.09,2150
1828,58.07,2151
1076,58.07,2152
4144,58.06,2153
1789,58.06,2154
230,58.06,2155
731,58.06,2156
8359,58.06,2157
3225,58.05,2158
7618,58.05,2159
3833,58.05,2160
8563,58.03,2161
8272,58.02,2162
539,58.01,2163
1744,57.99,2164
3880,57.96,2165
9177,57.93,2166
1720,57.92,2167
7586,57.92,2168
3642,57.92,2169
8696,57.90,2170
6451,57.89,2171
1973,57.89,2172
6186,57.88,2173
2187,57.88,2174
8116,57.87,2175
4375,57.86,2176
8648,57.86,2177
468,57.86,2178
8098,57.85,2179
3966,57.84,2180
4917,57.84,2181
1526,57.84,2182
1480,57.83,2183
8603,57.81,2184
971,57.81,2185
8024,57.81,2186
633,57.80,2187
6753,57.80,2188
7778,57.78,2189
7669,57.77,2190
2537,57.77,2191
2269,57.75,2192
5121,57.72,2193
3789,57.70,2194
7064,57.70,2195
2143,57.69,2196
7453,57.68,2197
7744,57.68,2198
5535,57.65,2199
1,57.65,2200
2777,57.64,2201
4470,57.64,2202
6204,57.63,2203
7230,57.62,2204
8233,57.61,2205
8700,57.61,2206
5420,57.59,2207
9161,57.59,2208
6203,57.58,2209
1993,57.58,2210
3032,57.57,2211
1981,57.57,2212
8128,57.53,2213
7014,57.53,2214
2981,57.52,2215
618,57.51,2216
1813,57.51,2217
3943,57.51,2218
8133,57.50,2219
6545,57.50,2220
5963,57.50,2221
8016,57.50,2222
519,57.50,2223
5693,57.50,2224
8490,57.49,2225
3505,57.48,2226
314,57.47,2227
6849,57.46,2228
6920,57.46,2229
6024,57.45,2230
5413,57.45,2231
2915,57.44,2232
3873,57.44,2233
5221,57.43,2234
4569,57.43,2235
922,57.43,2236
131,57.42,2237
3919,57.42,2238
6396,57.41,2239
445,57.41,2240
6869,57.41,2241
1340,57.41,2242
5106,57.40,2243
7131,57.40,2244
4547,57.40,2245
1941,57.39,2246
4779,57.38,2247
9263,57.37,2248
7923,57.36,2249
9468,57.36,2250
5551,57.35,2251
8339,57.35,2252
9912,57.33,2253
9356,57.32,2254
9276,57.31,2255
5224,57.31,2256
2140,57.30,2257
1275,57.29,2258
657,57.29,2259
5631,57.29,2260
3379,57.28,2261
1189,57.27,2262
3206,57.26,2263
790,57.25,2264
6504,57.25,2265
7859,57.25,2266
4660,57.24,2267
2386,57.23,2268
6618,57.21,2269
4394,57.20,2270
9046,57.20,2271
1691,57.20,2272
3088,57.18,2273
1612,57.17,2274
9059,57.14,2275
2387,57.14,2276
8011,57.14,2277
6016,57.14,2278
8932,57.13,2279
8747,57.12,2280
8232,57.11,2281
8820,57.10,2282
2491,57.09,2283
2248,57.06,2284
5435,57.06,2285
3818,57.05,2286
3648,57.05,2287
9340,57.04,2288
9433,57.03,2289
1929,57.03,2290
5293,57.02,2291
1372,57.02,2292
3253,57.01,2293
5137,57.01,2294
3991,56.99,2295
6393,56.98,2296
7264,56.96,2297
9568,56.96,2298
2084,56.96,2299
8799,56.95,2300
615,56.95,2301
3296,56.95,2302
1344,56.92,2303
3361,56.91,2304
9153,56.91,2305
5416,56.91,2306
3636,56.90,2307
5148,56.90,2308
4908,56.89,2309
9877,56.89,2310
780,56.87,2311
5055,56.86,2312
3857,56.86,2313
5231,56.85,2314
3877,56.85,2315
5585,56.84,2316
8901,56.82,2317
8546,56.81,2318
4622,56.81,2319
7269,56.80,2320
8520,56.79,2321
1201,56.78,2322
3082,56.77,2323
2848,56.77,2324
8092,56.75,2325
6660,56.75,2326
324,56.75,2327
998,56.74,2328
1300,56.73,2329
2804,56.72,2330
1726,56.71,2331
6325,56.70,2332
5278,56.70,2333
2342,56.69,2334
7328,56.67,2335
1798,56.67,2336
4911,56.67,2337
819,56.67,2338
9788,56.64,2339
1970,56.64,2340
1895,56.63,2341
102,56.63,2342
3874,56.63,2343
6453,56.62,2344
7491,56.61,2345
8723,56.61,2346
7413,56.59,2347
7054,56.59,2348
8665,56.59,2349
5023,56.59,2350
969,56.58,2351
6378,56.57,2352
5990,56.56,2353
2435,56.56,2354
3815,56.55,2355
7388,56.54,2356
3890,56.54,2357
6732,56.54,2358
1421,56.53,2359
989,56.53,2360
7816,56.52,2361
1172,56.52,2362
8821,56.52,2363
6109,56.52,2364
6696,56.50,2365
2206,56.50,2366
21,56.48,2367
3603,56.46,2368
2574,56.46,2369
9337,56.45,2370
8477,56.44,2371
4978,56.43,2372
3012,56.43,2373
7759,56.42,2374
2045,56.42,2375
3080,56.41,2376
3432,56.41,2377
8779,56.39,2378
2739,56.39,2379
8788,56.38,2380
10,56.37,2381
5700,56.37,2382
9225,56.37,2383
9428,56.37,2384
1624,56.36,2385
8882,56.36,2386
5247,56.35,2387
7843,56.35,2388
1971,56.35,2389
7837,56.34,2390
9381,56.32,2391
4197,56.31,2392
2497,56.30,2393
810,56.29,2394
2528,56.29,2395
3637,56.28,2396
6089,56.27,2397
183,56.27,2398
9962,56.24,2399
4091,56.24,2400
7483,56.23,2401
9516,56.22,2402
2216,56.21,2403
8034,56.19,2404
3458,56.19,2405
1237,56.19,2406
2496,56.18,2407
9532,56.18,2408
5746,56.16,2409
289,56.16,2410
3751,56.16,2411
7108,56.13,2412
598,56.12,2413
3979,56.12,2414
9200,56.11,2415
8768,56.11,2416
130,56.10,2417
8531,56.09,2418
9277,56.09,2419
3742,56.09,2420
7655,56.09,2421
8158,56.06,2422
6379,56.06,2423
7640,56.04,2424
2428,56.03,2425
4576,56.02,2426
1919,56.01,2427
9318,56.00,2428
8406,56.00,2429
2576,55.98,2430
6752,55.97,2431
9298,55.97,2432
4015,55.96,2433
3602,55.95,2434
2968,55.94,2435
4966,55.94,2436
6410,55.94,2437
3019,55.93,2438
9417,55.91,2439
3958,55.89,2440
8647,55.88,2441
9441,55.88,2442
8349,55.86,2443
6705,55.86,2444
3211,55.86,2445
6846,55.86,2446
540,55.84,2447
2101,55.84,2448
594,55.84,2449
7781,55.82,2450
2809,55.82,2451
9364,55.81,2452
5066,55.80,2453
9362,55.80,2454
5853,55.79,2455
7901,55.78,2456
3985,55.78,2457
2506,55.77,2458
7100,55.76,2459
480,55.76,2460
1582,55.75,2461
3343,55.75,2462
4609,55.73,2463
7814,55.72,2464
1286,55.70,2465
2973,55.70,2466
5456,55.70,2467
7688,55.67,2468
8202,55.64,2469
8404,55.62,2470
7410,55.60,2471
747,55.59,2472
7263,55.59,2473
4709,55.58,2474
7430,55.58,2475
3351,55.55,2476
2273,55.54,2477
6219,55.53,2478
5323,55.52,2479
7986,55.52,2480
320,55.52,2481
9377,55.51,2482
7804,55.50,2483
6314,55.49,2484
3957,55.48,2485
4638,55.48,2486
3350,55.48,2487
4565,55.48,2488
2372,55.48,2489
7069,55.47,2490
1214,55.46,2491
6924,55.46,2492
5836,55.46,2493
5046,55.46,2494
9227,55.45,2495
6788,55.45,2496
7174,55.45,2497
2984,55.42,2498
9275,55.41,2499
4086,55.41,2500
6183,55.41,2501
190,55.41,2502
4433,55.39,2503
5885,55.38,2504
988,55.38,2505
9505,55.37,2506
4639,55.34,2507
1953,55.33,2508
1626,55.33,2509
1489,55.33,2510
9089,55.32,2511
2129,55.32,2512
4782,55.32,2513
1062,55.30,2514
7353,55.30,2515
4030,55.28,2516
9178,55.27,2517
9890,55.27,2518
6617,55.27,2519
4174,55.25,2520
6556,55.23,2521
9436,55.23,2522
6807,55.22,2523
8957,55.22,2524
7157,55.22,2525
195,55.21,2526
8225,55.21,2527
1396,55.20,2528
4591,55.17,2529
870,55.16,2530
8756,55.16,2531
1001,55.15,2532
5297,55.13,2533
3675,55.13,2534
6772,55.12,2535
5450,55.12,2536
7435,55.11,2537
4900,55.09,2538
5895,55.09,2539
407,55.09,2540
8915,55.08,2541
2723,55.08,2542
4422,55.08,2543
1732,55.07,2544
3634,55.06,2545
9226,55.05,2546
9342,55.05,2547
5466,55.05,2548
7017,55.04,2549
7745,55.02,2550
7605,55.02,2551
9208,55.02,2552
2474,54.99,2553
9569,54.99,2554
2028,54.98,2555
2931,54.98,2556
2972,54.97,2557
3729,54.94,2558
877,54.94,2559
9745,54.94,2560
4146,54.93,2561
3478,54.93,2562
7797,54.93,2563
84,54.92,2564
4522,54.92,2565
9190,54.89,2566
9214,54.89,2567
281,54.88,2568
1567,54.88,2569
7016,54.87,2570
3655,54.87,2571
8223,54.86,2572
7375,54.86,2573
4122,54.85,2574
4957,54.84,2575
9523,54.83,2576
5352,54.82,2577
3106,54.81,2578
247,54.79,2579
5986,54.78,2580
4910,54.75,2581
4699,54.74,2582
5162,54.73,2583
5239,54.71,2584
8682,54.70,2585
9049,54.69,2586
4477,54.69,2587
8683,54.67,2588
4617,54.66,2589
5733,54.66,2590
8659,54.65,2591
3110,54.64,2592
2107,54.63,2593
986,54.62,2594
2569,54.62,2595
4367,54.62,2596
6998,54.60,2597
1334,54.60,2598
3090,54.59,2599
7964,54.58,2600
5134,54.57,2601
7541,54.56,2602
2256,54.55,2603
4952,54.55,2604
5461,54.55,2605
6327,54.55,2606
9507,54.55,2607
2836,54.54,2608
8677,54.53,2609
3022,54.53,2610
3261,54.52,2611
6348,54.52,2612
6128,54.51,2613
4631,54.50,2614
8750,54.50,2615
8038,54.50,2616
4399,54.49,2617
3434,54.49,2618
6812,54.48,2619
6135,54.48,2620
4387,54.47,2621
5605,54.46,2622
2112,54.45,2623
3024,54.45,2624
8466,54.44,2625
6443,54.43,2626
2304,54.42,2627
1219,54.41,2628
1874,54.41,2629
5912,54.41,2630
7581,54.41,2631
5634,54.41,2632
9585,54.40,2633
6072,54.40,2634
176,54.39,2635
9786,54.38,2636
9918,54.38,2637
3625,54.37,2638
2743,54.36,2639
7068,54.36,2640
905,54.36,2641
1269,54.35,2642
6349,54.34,2643
265,54.34,2644
8143,54.34,2645
7569,54.33,2646
9898,54.32,2647
7791,54.29,2648
6165,54.29,2649
6561,54.28,2650
8213,54.28,2651
7728,54.27,2652
6333,54.26,2653
623,54.26,2654
1530,54.25,2655
6823,54.25,2656
4286,54.24,2657
4391,54.24,2658
5841,54.24,2659
4081,54.23,2660
253,54.22,2661
1777,54.22,2662
1969,54.21,2663
6723,54.20,2664
3473,54.20,2665
6286,54.20,2666
651,54.19,2667
4679,54.19,2668
9748,54.19,2669
9087,54.19,2670
3115,54.18,2671
6954,54.18,2672
453,54.18,2673
2282,54.17,2674
8261,54.17,2675
1608,54.15,2676
7763,54.15,2677
2157,54.14,2678
3324,54.14,2679
1242,54.14,2680
4222,54.12,2681
6704,54.12,2682
3798,54.12,2683
1270,54.11,2684
5191,54.10,2685
5141,54.10,2686
6636,54.09,2687
9022,54.09,2688
5580,54.08,2689
6554,54.08,2690
8585,54.08,2691
8753,54.08,2692
7735,54.07,2693
2568,54.07,2694
7668,54.06,2695
6115,54.06,2696
6305,54.02,2697
2286,54.01,2698
1478,54.01,2699
4549,54.00,2700
3309,54.00,2701
8478,54.00,2702
7772,53.99,2703
6390,53.98,2704
6032,53.98,2705
3508,53.98,2706
2560,53.97,2707
7053,53.96,2708
6844,53.95,2709
9148,53.95,2710
1123,53.95,2711
7921,53.94,2712
7886,53.93,2713
5213,53.93,2714
7020,53.92,2715
4517,53.91,2716
7902,53.91,2717
3409,53.90,2718
1294,53.90,2719
6981,53.89,2720
5010,53.88,2721
2485,53.87,2722
5651,53.87,2723
9849,53.87,2724
2067,53.87,2725
4996,53.86,2726
5962,53.86,2727
8736,53.86,2728
9324,53.84,2729
5131,53.83,2730
2850,53.83,2731
3167,53.82,2732
9955,53.82,2733
7247,53.81,2734
7124,53.81,2735
6903,53.80,2736
7809,53.80,2737
2025,53.80,2738
6171,53.79,2739
3289,53.79,2740
1418,53.78,2741
4212,53.77,2742
8139,53.77,2743
672,53.76,2744
6787,53.76,2745
923,53.76,2746
2959,53.76,2747
7046,53.75,2748
2245,53.75,2749
6840,53.75,2750
7904,53.74,2751
8828,53.74,2752
8482,53.74,2753
5554,53.73,2754
875,53.73,2755
2082,53.72,2756
2204,53.72,2757
1152,53.71,2758
5816,53.70,2759
5142,53.69,2760
1986,53.69,2761
9199,53.68,2762
3334,53.67,2763
820,53.67,2764
5731,53.66,2765
2658,53.65,2766
62,53.65,2767
1467,53.64,2768
375,53.63,2769
7847,53.63,2770
129,53.62,2771
7639,53.62,2772
4555,53.62,2773
8277,53.62,2774
1508,53.61,2775
833,53.61,2776
9770,53.60,2777
2653,53.60,2778
6944,53.60,2779
3799,53.60,2780
1658,53.60,2781
1458,53.59,2782
3411,53.58,2783
7525,53.58,2784
3676,53.57,2785
3707,53.57,2786
7024,53.56,2787
4719,53.56,2788
8361,53.56,2789
9968,53.56,2790
5379,53.55,2791
3421,53.55,2792
9410,53.55,2793
2755,53.55,2794
7098,53.52,2795
5152,53.48,2796
4985,53.47,2797
9217,53.47,2798
6209,53.47,2799
3062,53.45,2800
5881,53.44,2801
1879,53.44,2802
2069,53.44,2803
4542,53.43,2804
4128,53.43,2805
5110,53.42,2806
9564,53.41,2807
5935,53.40,2808
5685,53.39,2809
5951,53.39,2810
9591,53.39,2811
591,53.39,2812
9924,53.38,2813
7163,53.38,2814
3680,53.37,2815
2309,53.37,2816
9794,53.37,2817
8051,53.35,2818
3089,53.35,2819
7748,53.35,2820
6775,53.34,2821
5267,53.34,2822
7394,53.32,2823
4195,53.32,2824
1247,53.32,2825
3968,53.31,2826
6959,53.31,2827
9251,53.30,2828
5578,53.30,2829
8808,53.29,2830
8093,53.29,2831
6133,53.27,2832
8903,53.27,2833
719,53.24,2834
4277,53.24,2835
4006,53.22,2836
9314,53.21,2837
1903,53.21,2838
1866,53.20,2839
4462,53.20,2840
4036,53.19,2841
4085,53.19,2842
6793,53.18,2843
5079,53.17,2844
612,53.16,2845
6942,53.16,2846
435,53.15,2847
9560,53.15,2848
9223,53.15,2849
6299,53.15,2850
975,53.14,2851
7895,53.13,2852
6377,53.13,2853
9646,53.11,2854
1842,53.11,2855
3273,53.11,2856
1142,53.10,2857
1229,53.10,2858
5163,53.10,2859
1209,53.09,2860
8456,53.08,2861
3770,53.08,2862
178,53.08,2863
6922,53.06,2864
4446,53.05,2865
2660,53.05,2866
7892,53.05,2867
6334,53.04,2868
8641,53.04,2869
8898,53.03,2870
1663,53.01,2871
8646,53.01,2872
2824,53.01,2873
1687,53.00,2874
1082,52.99,2875
3295,52.99,2876
3961,52.98,2877
4068,52.98,2878
9015,52.98,2879
9736,52.98,2880
2503,52.98,2881
1163,52.98,2882
8869,52.97,2883
9893,52.96,2884
9544,52.96,2885
1910,52.96,2886
2219,52.95,2887
2349,52.95,2888
8058,52.94,2889
3205,52.93,2890
9526,52.92,2891
985,52.92,2892
8599,52.92,2893
8119,52.91,2894
449,52.91,2895
8987,52.91,2896
6373,52.90,2897
1207,52.89,2898
1145,52.88,2899
1193,52.88,2900
9386,52.84,2901
2862,52.84,2902
9322,52.82,2903
2594,52.82,2904
5512,52.82,2905
1171,52.81,2906
2237,52.81,2907
6167,52.81,2908
1391,52.80,2909
4090,52.80,2910
856,52.79,2911
4221,52.79,2912
3578,52.78,2913
2221,52.77,2914
6498,52.77,2915
6180,52.77,2916
8348,52.76,2917
9326,52.76,2918
6642,52.75,2919
9304,52.75,2920
5941,52.74,2921
